Path,Surface(micron2),Phase_PV(nm),Phase_StdDev(nm),Phase_avg(nm),Phase_median(nm),Surface_density(pg/micron2),Dry_mass(pg),Optical_volume(micron3),Phase_max(nm),Phase_min(nm),Circularity,Perimeter(micron),Ellipse_axis_ratio,Convexity,Solidity,Surface_Centroid_X,Surface_Centroid_Y,Mass_Centroid_X,Mass_Centroid_Y
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0020.tif,295.156,530.067,151.09,164.701,123.246,0.915,270.07,48.613,526.261,-3.806,0.358,101.82,0.871,0.665,0.595,262.93,153.965,262.394,151.816
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0021.tif,405.224,227.517,72.052,108.671,110.296,0.604,244.644,44.036,228.899,1.383,0.664,87.577,0.888,0.78,0.771,216.484,167.754,218.951,166.781
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0021.tif,288.585,249.014,70.376,151.006,172.86,0.839,242.101,43.578,249.654,0.64,0.699,72.047,0.789,0.766,0.769,245.552,160.395,247.039,159.965
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0021.tif,301.728,508.711,145.365,163.647,120.834,0.909,274.315,49.377,509.783,1.072,0.44,92.865,0.819,0.736,0.615,263.849,152.261,264.039,150.257
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0022.tif,441.366,237.382,74.341,100.157,94.822,0.556,245.588,44.206,239.001,1.619,0.506,104.65,0.869,0.741,0.687,215.355,166.914,218.754,166.58
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0022.tif,251.348,235.407,61.773,149.947,169.288,0.833,209.384,37.689,238.304,2.897,0.735,65.575,0.675,0.778,0.789,246.292,160.732,247.909,160.199
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0022.tif,330.203,513.093,144.448,162.518,118.81,0.903,298.133,53.664,514.85,1.757,0.36,107.431,0.655,0.675,0.577,262.371,152.071,263.045,150.314
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0023.tif,467.65,223.632,69.631,93.703,83.081,0.521,243.445,43.82,225.628,1.996,0.486,109.954,0.874,0.755,0.693,214.341,167.082,217.78,166.684
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0023.tif,251.896,220.66,56.507,143.645,160.555,0.798,201.02,36.184,224.33,3.67,0.695,67.509,0.569,0.772,0.779,246.298,161.089,247.566,160.187
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0023.tif,351.559,505.248,139.517,156.237,117.18,0.868,305.147,54.926,506.039,0.79,0.313,118.808,0.555,0.649,0.529,261.34,150.741,262.563,149.229
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0024.tif,507.078,209.14,62.617,87.303,78.101,0.485,245.941,44.269,213.102,3.962,0.487,114.338,0.877,0.73,0.709,213.283,166.964,216.974,166.681
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0024.tif,607.288,498.686,114.767,148.961,140.242,0.828,502.568,90.462,499.275,0.589,0.645,108.751,0.66,0.745,0.796,255.366,154.939,257.334,154.132
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0025.tif,550.886,190.847,55.523,81.536,77.229,0.453,249.54,44.917,192.921,2.074,0.507,116.908,0.896,0.721,0.699,213.217,165.762,216.428,166.11
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0025.tif,605.646,494.864,114.233,150.732,143.946,0.837,507.166,91.29,494.114,-0.751,0.71,103.521,0.643,0.739,0.817,256.307,153.897,257.99,152.8
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0026.tif,636.859,501.426,110.587,142.748,130.97,0.793,505.058,90.91,502.697,1.272,0.659,110.235,0.63,0.75,0.822,256.201,153.198,258.396,151.848
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0027.tif,669.715,474.904,110.461,139.283,124.395,0.774,518.223,93.28,473.892,-1.012,0.493,130.718,0.542,0.689,0.775,256.558,152.102,258.534,150.789
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0028.tif,692.714,480.152,110.904,133.614,115.099,0.742,514.203,92.557,480.592,0.44,0.481,134.473,0.523,0.669,0.793,257.589,151.524,259.79,149.877
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0029.tif,721.737,472.707,112.777,128.114,105.777,0.712,513.694,92.465,473.111,0.404,0.681,115.425,0.53,0.752,0.821,258.812,150.62,260.14,149.158
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0030.tif,772.664,466.004,109.304,121.343,99.203,0.674,520.873,93.757,468.866,2.862,0.637,123.429,0.583,0.74,0.808,259.078,150.458,260.376,148.661
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0031.tif,749.117,465.574,114.24,124.121,96.788,0.69,516.562,92.981,465.363,-0.211,0.614,123.815,0.635,0.725,0.794,259.976,150.778,261.466,149.103
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0032.tif,762.259,475.183,114.905,121.245,93.308,0.674,513.444,92.42,477.759,2.576,0.559,130.943,0.722,0.726,0.758,259.974,150.601,261.3,148.899
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0033.tif,751.307,472.606,113.078,127.004,101.604,0.706,530.107,95.419,475.541,2.936,0.59,126.471,0.539,0.741,0.779,259.313,150.376,261.349,148.001
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0034.tif,755.14,465.082,111.952,127.548,102.197,0.709,535.094,96.317,467.948,2.866,0.569,129.159,0.589,0.726,0.754,258.444,149.949,260.431,147.068
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0035.tif,769.378,477.09,114.218,124.08,96.234,0.689,530.357,95.464,480.429,3.339,0.563,130.993,0.543,0.72,0.766,257.929,149.33,259.513,145.909
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0036.tif,790.187,479.472,113.47,121.551,90.202,0.675,533.601,96.048,481.369,1.897,0.518,138.459,0.551,0.701,0.765,257.131,148.386,258.807,144.75
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0037.tif,780.33,475.823,113.526,123.231,91.523,0.685,534.228,96.161,475.201,-0.622,0.614,126.359,0.539,0.737,0.797,256.032,149.349,258.098,144.338
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0038.tif,811.543,468.576,109.432,119.251,89.61,0.663,537.651,96.777,469.517,0.942,0.562,134.708,0.56,0.732,0.766,255.981,148.05,258.152,142.988
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos8_0039.tif,837.828,468.696,109.552,115.206,85.03,0.64,536.237,96.523,470.413,1.717,0.534,140.419,0.587,0.717,0.75,255.758,147.236,257.903,142.333
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0000.tif,483.531,453.526,152.394,166.461,99.763,0.925,447.162,80.489,458.62,5.094,0.549,105.181,0.759,0.668,0.764,163.034,145.3,169.015,147.711
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0000.tif,364.702,373.022,122.395,141.185,101.763,0.784,286.057,51.49,374.932,1.909,0.392,108.167,0.776,0.691,0.623,190.263,148.461,189.92,147.663
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0001.tif,542.672,426.541,143.571,147.889,74.255,0.822,445.863,80.255,430.718,4.177,0.556,110.724,0.671,0.712,0.743,160.926,144.615,166.63,147.742
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0001.tif,390.986,384.063,120.907,132.62,93.752,0.737,288.071,51.853,386.811,2.748,0.561,93.61,0.633,0.744,0.738,191.56,149.174,190.404,148.242
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0002.tif,596.336,386.914,125.764,138.328,85.965,0.768,458.276,82.49,387.139,0.225,0.528,119.081,0.766,0.69,0.74,161.049,145.083,165.849,147.745
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0002.tif,355.94,363.315,118.793,140.983,113.191,0.783,278.787,50.182,365.75,2.436,0.75,77.233,0.715,0.783,0.825,194.363,150.945,192.531,149.467
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0003.tif,662.596,341.85,102.638,129.272,106.871,0.718,475.86,85.655,339.107,-2.743,0.554,122.64,0.858,0.691,0.787,161.93,146.575,165.843,148.576
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0003.tif,385.51,352.394,113.887,125.353,89.238,0.696,268.471,48.325,353.263,0.869,0.485,99.969,0.62,0.762,0.72,195.341,151.848,193.485,150.238
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0004.tif,884.374,306.967,88.654,103.265,68.212,0.574,507.358,91.324,311.441,4.474,0.608,135.231,0.81,0.708,0.799,156.585,146.069,162.197,148.751
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0004.tif,421.104,287.009,94.386,116.297,105.085,0.646,272.073,48.973,289.128,2.119,0.518,101.064,0.557,0.773,0.743,194.951,151.586,193.719,151.071
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0005.tif,469.841,257.677,83.417,105.306,92.358,0.585,274.872,49.477,258.458,0.782,0.4,121.516,0.476,0.694,0.666,195.825,152.4,194.783,151.466
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_1_MMStack_Pos9_0006.tif,534.458,237.751,74.915,93.641,79.257,0.52,278.038,50.047,240.254,2.503,0.52,113.683,0.535,0.722,0.745,198.559,153.985,196.287,152.645
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0000.tif,404.129,809.541,276.004,341.4,299.387,1.897,766.496,137.969,813.164,3.623,0.845,77.514,0.969,0.789,0.846,200.809,172.282,201.188,171.584
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0001.tif,404.129,805.895,277.166,341.685,304.854,1.898,767.137,138.085,810.893,4.998,0.871,76.351,0.926,0.796,0.857,200.892,172.213,201.651,171.481
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0002.tif,411.248,805.154,277.206,334.534,285.642,1.859,764.313,137.576,809.88,4.726,0.892,76.13,0.948,0.842,0.868,201.78,172.085,202.202,171.587
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0003.tif,403.581,802.231,276.156,339.993,297.143,1.889,762.305,137.215,806.499,4.268,0.912,74.56,0.918,0.81,0.865,201.708,172.408,202.139,171.706
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0004.tif,407.414,809.509,276.167,337.21,290.904,1.873,763.246,137.384,814.544,5.035,0.877,76.411,0.95,0.795,0.867,201.413,172.54,202.089,171.826
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0005.tif,402.486,802.755,274.63,340.223,306.041,1.89,760.749,136.935,805.149,2.393,0.919,74.182,0.957,0.809,0.868,201.131,171.981,201.747,171.468
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0006.tif,407.962,796.49,275.434,336.06,293.752,1.867,761.665,137.1,800.29,3.8,0.823,78.916,0.984,0.804,0.858,201.232,171.75,201.81,171.368
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0007.tif,401.391,798.127,272.546,339.875,304.389,1.888,757.905,136.423,803.385,5.257,0.87,76.145,0.924,0.805,0.859,201.209,171.714,201.775,171.184
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0008.tif,407.414,798.646,274.236,335.6,295.728,1.864,759.602,136.728,803.007,4.361,0.896,75.571,0.957,0.821,0.873,201.402,171.608,201.791,171.206
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0009.tif,403.034,821.586,274.565,338.732,302.495,1.882,758.448,136.521,823.941,2.355,0.853,77.055,0.978,0.801,0.855,201.296,171.606,201.744,171.26
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0010.tif,404.676,817.95,274.509,337.942,298.758,1.877,759.763,136.757,823.104,5.154,0.799,79.755,0.904,0.787,0.836,201.314,171.586,201.79,171.225
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0011.tif,402.486,818.051,275.404,337.813,294.75,1.877,755.361,135.965,820.225,2.174,0.884,75.629,0.959,0.83,0.867,201.26,171.555,201.96,171.197
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0012.tif,404.129,810.086,277.835,338.671,297.025,1.882,760.371,136.867,812.738,2.651,0.923,74.193,0.996,0.811,0.864,201.577,171.679,201.868,171.35
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0013.tif,413.438,796.344,277.578,332.297,285.87,1.846,763.245,137.384,800.206,3.861,0.844,78.463,0.906,0.797,0.852,201.166,171.654,202.125,171.577
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0014.tif,417.271,814.524,277.671,328.756,275.235,1.826,762.112,137.18,817.182,2.658,0.885,76.993,0.958,0.83,0.873,201.088,171.735,201.94,171.751
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0015.tif,410.152,812.345,278.959,336.706,281.256,1.871,767.227,138.101,813.82,1.475,0.898,75.741,0.948,0.798,0.856,201.23,172.13,202.038,171.865
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0016.tif,411.248,815.041,278.346,334.136,278.245,1.856,763.404,137.413,817.887,2.846,0.883,76.498,0.953,0.798,0.862,201.394,171.901,202.049,171.705
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0017.tif,413.986,818.415,277.696,331.49,274.79,1.842,762.4,137.232,824.039,5.625,0.889,76.493,0.92,0.83,0.876,201.041,171.876,202.177,171.815
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0018.tif,415.628,811.751,278.807,331.218,278.324,1.84,764.797,137.664,815.607,3.855,0.858,78.008,0.959,0.783,0.849,201.215,172.27,202.06,171.883
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0019.tif,413.986,814.431,277.938,332.699,277.131,1.848,765.182,137.733,816.857,2.425,0.806,80.353,0.966,0.795,0.845,201.284,172.304,202.142,172.037
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0020.tif,410.7,819.998,276.654,334.913,289.807,1.861,764.159,137.549,824.07,4.071,0.911,75.261,0.965,0.823,0.867,201.909,172.356,202.622,172.001
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0021.tif,413.438,814.491,275.501,331.093,284.623,1.839,760.48,136.886,819.415,4.924,0.899,76.041,0.938,0.821,0.878,201.845,171.979,202.442,172.003
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0022.tif,411.795,805.961,273.537,332.905,294.248,1.849,761.604,137.089,808.293,2.331,0.86,77.555,0.979,0.809,0.853,201.82,172.11,202.504,171.971
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0023.tif,401.938,807.921,272.561,338.924,312.671,1.883,756.814,136.226,811.418,3.497,0.922,74.008,0.947,0.821,0.876,202.05,171.892,202.643,171.66
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0024.tif,412.343,802.94,273.117,332.789,298.007,1.849,762.352,137.223,807.099,4.159,0.866,77.346,0.945,0.803,0.864,202.632,172.042,202.588,171.575
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0025.tif,407.414,803.505,273.794,336.031,302.693,1.867,760.578,136.904,805.603,2.098,0.834,78.372,0.906,0.799,0.851,202.146,172.204,202.532,171.533
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0026.tif,413.438,821.714,276.19,333.708,289.186,1.854,766.486,137.967,825.41,3.697,0.804,80.4,0.887,0.797,0.858,202.098,171.932,202.437,171.284
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0027.tif,417.271,798.69,273.408,328.948,278.313,1.827,762.559,137.261,803.428,4.738,0.826,79.686,0.955,0.806,0.871,201.268,171.444,202.207,171.226
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0028.tif,414.533,807.268,273.162,332.04,287.978,1.845,764.675,137.642,808.183,0.915,0.914,75.481,0.942,0.825,0.874,201.6,171.448,202.299,170.922
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0029.tif,421.104,790.506,274.172,326.633,275.664,1.815,764.148,137.547,794.238,3.732,0.823,80.165,0.951,0.805,0.849,201.376,171.303,202.076,170.939
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0030.tif,416.724,783.698,272.071,329.522,286.595,1.831,762.887,137.32,786.839,3.141,0.809,80.46,0.937,0.79,0.852,201.042,171.371,201.813,171.074
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0031.tif,405.772,781.946,270.443,338.259,300.543,1.879,762.533,137.256,786.981,5.034,0.909,74.908,0.95,0.776,0.861,201.404,171.399,202.022,170.955
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0032.tif,410.7,794.086,272.902,335.648,305.795,1.865,765.836,137.85,796.637,2.551,0.837,78.522,0.93,0.768,0.854,201.439,171.663,201.616,171.093
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0033.tif,403.581,787.726,273.066,341.651,302.252,1.898,766.022,137.884,791.541,3.815,0.836,77.874,0.909,0.779,0.85,201.512,171.879,201.702,171.044
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0034.tif,401.938,787.437,274.016,341.106,311.875,1.895,761.686,137.104,789.999,2.562,0.902,74.829,0.917,0.788,0.857,201.967,172.185,202.226,171.47
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0035.tif,399.748,805.226,275.39,344.247,317.344,1.912,764.511,137.612,803.407,-1.819,0.908,74.384,0.939,0.795,0.865,202.237,171.842,202.419,171.24
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0036.tif,410.7,798.695,276.408,335.519,301.096,1.864,765.542,137.798,802.16,3.465,0.919,74.944,0.944,0.801,0.859,201.521,171.712,202.22,171.244
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0037.tif,401.391,801.952,275.301,344.474,312.18,1.914,768.158,138.269,804.891,2.938,0.818,78.53,0.9,0.787,0.851,201.655,171.849,202.059,171.4
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0038.tif,401.391,814.591,272.952,342.772,314.307,1.904,764.365,137.586,811.865,-2.726,0.899,74.912,0.943,0.801,0.869,201.428,172.085,201.823,171.46
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0039.tif,400.296,802.104,271.2,342.798,309.999,1.904,762.336,137.22,805.859,3.755,0.815,78.581,0.904,0.785,0.835,201.531,172.052,202.005,171.53
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0040.tif,401.391,794.805,271.945,343.138,312.396,1.906,765.179,137.732,799.319,4.514,0.911,74.415,0.959,0.812,0.864,201.329,172.428,201.754,171.813
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0041.tif,408.51,811.156,275.194,338.513,299.18,1.881,768.255,138.286,814.124,2.968,0.844,77.991,0.918,0.791,0.848,201.193,172.379,201.832,171.887
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0042.tif,398.653,796.968,273.707,347.145,325.175,1.929,768.835,138.39,801.982,5.014,0.879,75.486,0.958,0.776,0.856,201.633,172.201,201.75,171.613
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0043.tif,410.7,807.636,274.838,335.424,296.452,1.863,765.325,137.758,807.842,0.206,0.83,78.855,0.963,0.802,0.853,201.369,172.007,201.97,171.48
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0044.tif,406.319,810.738,273.483,338.135,308.752,1.879,763.283,137.391,811.493,0.755,0.864,76.879,0.919,0.815,0.858,201.229,172.063,201.731,171.563
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0045.tif,409.057,808.755,275.373,336.562,303.395,1.87,764.85,137.673,810.115,1.36,0.872,76.767,0.929,0.81,0.863,201.262,172.013,201.613,171.464
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0046.tif,406.867,819.06,274.409,338.113,305.953,1.878,764.261,137.567,823.317,4.257,0.852,77.478,0.938,0.802,0.86,201.314,171.96,201.56,171.261
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0047.tif,413.438,825.999,274.724,332.745,285.935,1.849,764.275,137.569,830.383,4.383,0.784,81.398,0.937,0.778,0.843,201.829,171.864,201.625,170.943
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0048.tif,406.867,821.976,275.373,339.468,300.174,1.886,767.323,138.118,824.457,2.481,0.897,75.505,0.971,0.795,0.862,201.38,171.362,201.575,170.842
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos1_0049.tif,404.676,813.433,274.826,341.521,304.836,1.897,767.809,138.206,818.479,5.047,0.82,78.744,0.938,0.783,0.848,201.451,171.392,201.848,170.831
