Path,Surface(micron2),Phase_PV(nm),Phase_StdDev(nm),Phase_avg(nm),Phase_median(nm),Surface_density(pg/micron2),Dry_mass(pg),Optical_volume(micron3),Phase_max(nm),Phase_min(nm),Circularity,Perimeter(micron),Ellipse_axis_ratio,Convexity,Solidity,Surface_Centroid_X,Surface_Centroid_Y,Mass_Centroid_X,Mass_Centroid_Y
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0020.tif,708.047,554.814,190.61,218.421,158.74,1.213,859.181,154.653,554.754,-0.061,0.481,135.985,0.586,0.721,0.754,206.78,167.906,209.274,164.464
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0021.tif,711.88,563.541,191.623,218.594,159.511,1.214,864.515,155.613,567.033,3.493,0.444,142.016,0.591,0.689,0.729,206.672,168.389,209.299,164.483
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0022.tif,712.428,558.137,192.879,218.047,148.347,1.211,863.013,155.342,562.286,4.149,0.444,142.047,0.586,0.686,0.739,207.158,168.325,209.729,164.365
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0023.tif,710.237,554.466,193.533,218.99,147.046,1.217,864.083,155.535,555.698,1.232,0.454,140.161,0.614,0.704,0.724,207.096,168.151,209.611,164.245
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0024.tif,703.666,555.332,194.101,219.421,155.384,1.219,857.773,154.399,557.048,1.716,0.461,138.474,0.547,0.69,0.733,207.163,167.751,209.483,163.731
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0025.tif,748.569,558.252,194.133,207.301,119.817,1.152,862.107,155.179,559.963,1.711,0.321,171.214,0.496,0.642,0.667,207.194,168.048,209.323,163.683
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0026.tif,755.14,560.65,195.889,205.945,110.397,1.144,863.987,155.518,561.576,0.926,0.354,163.69,0.522,0.663,0.698,206.908,167.965,209.263,163.652
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0027.tif,703.666,565.561,194.156,219.724,150.897,1.221,858.959,154.613,568.23,2.669,0.442,141.445,0.49,0.707,0.717,206.282,167.749,209.242,163.507
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0028.tif,685.595,564.037,194.352,225.975,169.391,1.255,860.708,154.927,567.047,3.011,0.472,135.143,0.555,0.71,0.744,206.299,167.22,209.007,163.664
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0029.tif,732.689,564,194.367,212.529,138.484,1.181,865.096,155.717,567.838,3.838,0.494,136.546,0.672,0.709,0.752,205.472,166.697,208.718,163.691
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0030.tif,715.166,567.875,193.328,216.784,149.595,1.204,861.312,155.036,567.54,-0.336,0.463,139.346,0.722,0.684,0.689,205.73,166.055,208.707,163.548
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0031.tif,693.262,583.725,193.391,222.989,167.278,1.239,858.833,154.59,582.865,-0.86,0.504,131.494,0.599,0.694,0.765,206.366,166.633,208.476,163.724
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0032.tif,735.427,587.672,194.334,211.3,128.708,1.174,863.309,155.396,590.25,2.578,0.465,140.983,0.725,0.662,0.722,205.821,165.653,208.281,163.41
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0033.tif,729.951,582.27,193.885,212.404,133.107,1.18,861.358,155.044,579.856,-2.414,0.464,140.635,0.688,0.664,0.724,205.561,165.487,208.106,163.281
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0034.tif,744.736,569.333,193.431,208.587,128.996,1.159,863.012,155.342,569.876,0.543,0.424,148.613,0.711,0.647,0.698,205.206,165.993,208.371,163.673
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0035.tif,727.76,558.904,193.561,213.977,143.573,1.189,865.134,155.724,558.838,-0.067,0.483,137.558,0.723,0.684,0.71,205.371,166.135,208.512,164.018
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0036.tif,730.498,577.93,194.283,214.117,141.391,1.19,868.957,156.412,579.034,1.104,0.462,141.011,0.636,0.688,0.713,205.1,167.302,207.999,164.258
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0037.tif,689.976,570.135,193.985,225.232,168.347,1.251,863.358,155.404,569.711,-0.424,0.501,131.55,0.616,0.697,0.743,206.293,167.106,208.104,164.378
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0038.tif,709.69,582.304,194.104,219.591,154.356,1.22,865.786,155.842,581.608,-0.696,0.5,133.509,0.67,0.684,0.734,205.477,166.841,208.009,164.315
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0039.tif,675.191,576.856,193.752,230.278,184.912,1.279,863.786,155.482,578.154,1.299,0.547,124.589,0.6,0.717,0.759,206.335,167.569,208.593,164.357
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0040.tif,669.167,583.639,192.133,232.162,189.456,1.29,863.085,155.355,585.85,2.211,0.579,120.509,0.6,0.729,0.76,206.35,167.463,208.62,164.205
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0041.tif,674.643,580.57,192.915,229.587,186.547,1.275,860.496,154.889,581.698,1.127,0.525,127.062,0.587,0.719,0.757,206.121,167.61,208.472,164.084
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0042.tif,700.928,589.803,195.495,221.734,160.237,1.232,863.442,155.419,590.018,0.215,0.497,133.06,0.662,0.687,0.73,205.735,166.823,208.553,163.885
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0043.tif,668.62,581.178,195.399,231.372,185.464,1.285,859.443,154.7,582.354,1.176,0.522,126.893,0.566,0.701,0.737,205.76,167.581,208.336,163.863
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0044.tif,711.88,580.859,195.826,218.961,151.832,1.216,865.967,155.874,580.693,-0.166,0.542,128.419,0.635,0.718,0.734,205.042,167.036,208.062,163.763
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0045.tif,701.476,578.045,194.805,222.17,155.562,1.234,865.814,155.847,578.732,0.686,0.477,135.991,0.544,0.707,0.715,205.493,168.244,208.182,163.854
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0046.tif,710.237,565.742,194.14,219.979,157.333,1.222,867.986,156.238,566.851,1.109,0.487,135.358,0.636,0.703,0.712,205.069,167.573,207.984,163.961
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0047.tif,708.594,568.348,194.705,220.194,155.092,1.223,866.824,156.028,569.739,1.391,0.41,147.422,0.527,0.685,0.685,204.522,168.235,207.733,163.77
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0048.tif,709.69,567.093,195.345,218.94,154.403,1.216,863.22,155.38,569.334,2.241,0.418,146.147,0.549,0.689,0.669,204.548,166.997,207.891,163.43
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0049.tif,700.928,590.097,196.087,221.648,161.902,1.231,863.107,155.359,591.578,1.481,0.385,151.269,0.524,0.67,0.687,204.416,168.073,207.984,163.522
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0050.tif,767.188,577.345,195.581,203.974,105.867,1.133,869.368,156.486,579.417,2.072,0.378,159.679,0.525,0.67,0.661,204.051,168.582,208.165,163.722
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0051.tif,757.878,599.011,198.749,206.742,109.956,1.149,870.472,156.685,598.867,-0.144,0.363,161.956,0.511,0.67,0.645,202.993,169.165,207.84,163.787
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0052.tif,732.141,578.566,197.474,212.859,128.164,1.183,865.793,155.843,579.877,1.311,0.414,149.158,0.488,0.679,0.691,203.482,169.145,207.875,164.04
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0053.tif,723.927,588.889,198.22,215.174,132.107,1.195,865.391,155.77,589.992,1.103,0.431,145.311,0.497,0.695,0.705,204.075,169.185,208.26,164.158
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0054.tif,741.45,596.534,198.68,211.306,119.752,1.174,870.407,156.673,595.565,-0.968,0.413,150.119,0.514,0.682,0.695,203.942,169.086,208.251,164.208
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0055.tif,748.022,592.823,198.479,209.667,115.055,1.165,871.306,156.835,592.183,-0.641,0.417,150.216,0.525,0.687,0.712,203.78,168.888,208.058,164.331
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0056.tif,705.309,597.989,198.989,220.529,147.926,1.225,864.119,155.541,598.409,0.42,0.429,143.776,0.511,0.688,0.695,204.326,169.633,208.276,164.605
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0057.tif,744.736,600.244,199.662,209.748,117.883,1.165,867.815,156.207,603.172,2.928,0.403,152.41,0.515,0.676,0.699,203.199,170.672,208.1,164.779
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0058.tif,767.735,610.517,199.611,204.768,99.002,1.138,873.376,157.208,613.094,2.577,0.342,167.953,0.515,0.643,0.632,202.917,170.486,208.075,164.908
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos17_0059.tif,779.235,612.528,199.648,202.393,93.562,1.124,876.175,157.711,614.415,1.887,0.317,175.653,0.473,0.656,0.615,202.898,170.739,207.818,165.202
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0000.tif,1362.976,537.314,150.878,149.797,88.521,0.832,1134.278,204.17,535.34,-1.974,0.588,170.633,0.924,0.691,0.809,193.03,171.442,186.711,165.012
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0001.tif,104.592,470.385,102.608,378.348,408.631,2.102,219.845,39.572,503.621,33.236,0.901,38.19,0.926,0.855,0.823,172.681,166.435,173.396,165.936
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0001.tif,1308.764,526.31,132.533,126.156,76.426,0.701,917.271,165.109,519.673,-6.637,0.326,224.459,0.858,0.578,0.736,195.456,172.385,190.404,165.4
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0002.tif,216.85,494.884,156.048,266.475,317.375,1.48,321.028,57.785,496.694,1.81,0.896,55.136,0.747,0.809,0.848,171.061,165.795,173.036,166.125
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0002.tif,1195.958,550.224,130.165,120.463,72.976,0.669,800.382,144.069,544.838,-5.386,0.512,171.37,0.79,0.691,0.749,197.599,173.71,193.18,166.253
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0003.tif,265.038,502.183,160.325,268.686,293.452,1.493,395.622,71.212,507.28,5.097,0.877,61.61,0.794,0.806,0.849,171.017,165.353,172.839,165.876
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0003.tif,1149.96,527.097,123.754,114.24,71.592,0.635,729.841,131.371,524.397,-2.7,0.456,178.001,0.824,0.668,0.73,196.988,174.591,194.063,167.659
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0004.tif,251.348,505.661,162.046,273.544,294.026,1.52,381.971,68.755,509.856,4.196,0.854,60.807,0.786,0.817,0.838,171.956,167.307,173.011,167.834
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0004.tif,1120.937,534.762,130.562,118.805,72.557,0.66,739.85,133.173,529.126,-5.636,0.53,163.002,0.762,0.706,0.759,197.294,175.355,194.031,168.26
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0005.tif,224.516,475.589,147.6,293.561,330.461,1.631,366.162,65.909,480.937,5.349,0.921,55.359,0.807,0.807,0.845,171.076,169.02,172.175,169.043
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0005.tif,1151.603,527.442,128.414,118.219,73.398,0.657,756.342,136.141,518.248,-9.194,0.492,171.537,0.846,0.677,0.744,197.095,175.591,193.278,167.998
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0006.tif,235.468,447.285,138.949,284.997,331.958,1.583,372.821,67.108,453.01,5.725,0.952,55.738,0.824,0.81,0.86,170.5,169.484,171.604,169.416
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0006.tif,1155.436,501.826,126.245,116.856,72.946,0.649,750.106,135.019,504.328,2.502,0.502,169.988,0.841,0.676,0.751,196.835,175.49,192.656,167.776
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0007.tif,240.396,418.827,127.551,268.598,312.492,1.492,358.722,64.57,424.021,5.194,0.94,56.686,0.92,0.822,0.852,169.465,168.253,170.892,168.013
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0007.tif,1227.719,489.064,120.667,113.3,74.175,0.629,772.779,139.1,485.001,-4.063,0.471,181.078,0.849,0.657,0.749,195.953,175.081,191.75,166.48
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0008.tif,444.651,381.168,140.321,156.554,116.736,0.87,386.734,69.612,385.123,3.955,0.235,154.046,0.386,0.633,0.544,156.171,172.612,168.635,167.734
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0008.tif,1266.599,465.099,115.577,108.73,70.684,0.604,765.096,137.717,466.821,1.721,0.427,193.023,0.887,0.65,0.714,195.384,173.629,191.162,164.722
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0009.tif,426.033,365.005,128.064,166.447,176.276,0.925,393.955,70.912,368.524,3.519,0.363,121.37,0.435,0.712,0.667,161.109,168.781,168.977,166.638
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0009.tif,335.131,432.186,138.136,239.881,262.559,1.333,446.621,80.392,437.03,4.844,0.578,85.338,0.855,0.725,0.719,187.855,152.309,187.522,153.261
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0010.tif,361.416,349.221,112.97,192.63,225.974,1.07,386.776,69.62,353.685,4.464,0.738,78.457,0.817,0.778,0.824,166.544,166.676,169.575,165.959
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0010.tif,349.916,419.123,136.167,229.266,252.171,1.274,445.688,80.224,423.703,4.58,0.556,88.895,0.801,0.733,0.703,188.15,151.216,187.694,152.196
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0011.tif,525.148,338.982,118.797,139.777,111.899,0.777,407.797,73.403,344.123,5.141,0.274,155.246,0.394,0.642,0.593,156.708,169.868,167.318,166.19
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0011.tif,355.392,407.83,130.631,224.277,246.628,1.246,442.813,79.706,410.243,2.413,0.573,88.3,0.951,0.723,0.728,187.847,150.68,187.581,151.38
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0012.tif,451.77,322.012,110.566,159.69,177.921,0.887,400.796,72.143,326.71,4.698,0.58,98.901,0.602,0.704,0.807,162.424,166.59,167.474,165.56
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0012.tif,355.94,394.621,126.162,223.307,247.115,1.241,441.578,79.484,397.299,2.678,0.627,84.444,0.815,0.758,0.744,187.445,150.471,187.117,151.173
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0013.tif,415.628,307.875,103.158,168.552,195.774,0.936,389.196,70.055,311.822,3.947,0.861,77.903,0.729,0.812,0.868,163.295,166.87,167.04,165.925
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0013.tif,361.964,396.848,126.701,222.999,245.573,1.239,448.43,80.717,398.195,1.347,0.58,88.566,0.814,0.764,0.719,186.619,151.387,186.871,151.839
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0014.tif,424.39,305.285,99.465,164.194,187.02,0.912,387.125,69.682,310.605,5.32,0.775,82.957,0.665,0.794,0.841,162.788,167.215,166.677,165.888
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0014.tif,1324.645,410.426,104.9,104.31,71.172,0.58,767.634,138.174,405.907,-4.519,0.384,208.308,0.789,0.619,0.7,192.538,171.729,189.994,163.409
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0015.tif,461.627,294.236,94.441,148.594,167.9,0.826,381.084,68.595,297.62,3.384,0.645,94.841,0.708,0.756,0.79,161.664,167.248,166.09,165.854
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0015.tif,418.366,397.985,131.759,198.014,200.087,1.1,460.236,82.843,403.256,5.271,0.508,101.721,0.659,0.712,0.703,187.466,151.323,187.001,152.086
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0016.tif,496.673,282.529,90.653,138.728,153.209,0.771,382.792,68.903,282.012,-0.517,0.767,90.229,0.718,0.782,0.856,160.104,166.57,164.903,165.692
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0016.tif,424.39,402.446,132.118,194.923,194.335,1.083,459.575,82.723,404.677,2.231,0.523,100.986,0.599,0.745,0.695,187.572,150.969,186.47,151.39
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0017.tif,683.952,277.331,88.934,109.714,80.785,0.61,416.883,75.039,280.769,3.438,0.275,176.693,0.415,0.602,0.643,153.712,169.882,163.104,166.364
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0017.tif,399.748,391.894,127.322,197.433,201.726,1.097,438.464,78.923,394.406,2.512,0.525,97.789,0.645,0.737,0.717,188.748,150.764,187.389,151.055
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0018.tif,576.075,269.106,82.209,123.698,124.124,0.687,395.886,71.259,270.529,1.423,0.728,99.726,0.889,0.762,0.834,159.278,165.388,163.788,165.483
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0018.tif,429.318,382.831,121.994,187.629,185.789,1.042,447.514,80.553,383.412,0.581,0.503,103.545,0.688,0.734,0.707,189.218,150.94,187.399,150.823
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0019.tif,580.456,268.642,80.218,124.82,126.183,0.693,402.513,72.452,269.783,1.141,0.77,97.32,0.791,0.763,0.852,158.577,165.638,163.156,165.086
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0019.tif,432.604,374.214,120.378,184.976,185.469,1.028,444.564,80.021,374.918,0.704,0.561,98.408,0.622,0.738,0.727,190.214,150.948,187.57,150.678
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0020.tif,610.574,260.459,77.094,119.492,118.21,0.664,405.328,72.959,264.662,4.203,0.767,100.013,0.787,0.772,0.843,158.703,164.989,163.389,164.769
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0020.tif,489.007,365.128,118.443,164.647,153.564,0.915,447.298,80.514,362.399,-2.729,0.679,95.13,0.752,0.759,0.796,191.873,151.323,189.125,150.61
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0021.tif,670.81,265.7,74.488,109.604,99.448,0.609,408.465,73.524,259.604,-6.096,0.597,118.865,0.784,0.739,0.771,156.197,165.174,161.918,164.648
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0021.tif,505.435,358.127,110.093,158.854,154.984,0.883,446.056,80.29,346.192,-11.935,0.656,98.417,0.771,0.784,0.791,191.66,150.559,189.019,149.899
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0022.tif,669.715,265.714,72.726,110.04,105.661,0.611,409.42,73.696,258.321,-7.393,0.504,129.268,0.852,0.702,0.779,156.496,164.945,161.912,164.479
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0022.tif,543.219,340.979,107.883,146.18,129.643,0.812,441.156,79.408,337.049,-3.931,0.523,114.219,0.795,0.718,0.724,192.67,150.503,189.982,149.542
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0023.tif,584.289,308.709,99.412,133.75,120.879,0.743,434.16,78.149,303.944,-4.765,0.492,122.223,0.774,0.725,0.708,193.389,149.526,190.592,148.77
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0024.tif,635.764,296.57,91.875,123.198,105.107,0.684,435.138,78.325,292.535,-4.035,0.438,135.053,0.69,0.744,0.688,193.432,148.351,190.904,148.351
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0025.tif,708.047,258.398,69.125,107.661,100.39,0.598,423.495,76.229,246.58,-11.819,0.626,119.243,0.669,0.75,0.83,154.389,164.341,160.361,164.237
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0025.tif,627.55,287.751,92.751,124.549,110.146,0.692,434.226,78.161,285.249,-2.502,0.538,121.035,0.753,0.746,0.74,195.413,148.713,192.298,148.294
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_MMStack_Pos3_0026.tif,645.073,282.519,87.268,119.584,100.877,0.664,428.559,77.141,279.831,-2.688,0.524,124.369,0.85,0.701,0.758,196.982,148.165,193.65,147.968
